node_id,rank,feature_id,beta,rho,num_hops,top_k
2155,1,19,0.18315161764621735,0.03,2,10
2155,2,202,0.11028816550970078,0.03,2,10
2155,3,750,0.11028816550970078,0.03,2,10
2155,4,1254,0.1042262464761734,0.03,2,10
2155,5,74,0.07744145393371582,0.03,2,10
2155,6,52,0.06572193652391434,0.03,2,10
2155,7,588,0.06456584483385086,0.03,2,10
2155,8,1075,0.05141446366906166,0.03,2,10
2155,9,1057,0.04130306467413902,0.03,2,10
2155,10,1205,0.03833426535129547,0.03,2,10
1765,1,1263,0.19120226800441742,0.03,2,10
1765,2,507,0.040867310017347336,0.03,2,10
1765,3,495,0.03882263973355293,0.03,2,10
1765,4,19,0.037082236260175705,0.03,2,10
1765,5,1075,0.03542789816856384,0.03,2,10
1765,6,623,0.035066522657871246,0.03,2,10
1765,7,774,0.020703520625829697,0.03,2,10
1765,8,299,0.015866577625274658,0.03,2,10
1765,9,615,0.014265469275414944,0.03,2,10
1765,10,760,0.01180205587297678,0.03,2,10
2266,1,540,0.352216511964798,0.03,2,10
2266,2,969,0.24850858747959137,0.03,2,10
2266,3,1292,0.13297049701213837,0.03,2,10
2266,4,725,0.09257309883832932,0.03,2,10
2266,5,470,0.06223622336983681,0.03,2,10
2266,6,792,0.050887975841760635,0.03,2,10
2266,7,1263,0.04101143404841423,0.03,2,10
2266,8,132,0.030945247039198875,0.03,2,10
2266,9,237,0.030945247039198875,0.03,2,10
2266,10,274,0.030945247039198875,0.03,2,10
2236,1,1348,0.29142192006111145,0.03,2,10
2236,2,1263,0.14677704870700836,0.03,2,10
2236,3,724,0.09254205971956253,0.03,2,10
2236,4,146,0.05692875757813454,0.03,2,10
2236,5,774,0.05692875757813454,0.03,2,10
2236,6,698,0.05354556441307068,0.03,2,10
2236,7,648,0.05280907452106476,0.03,2,10
2236,8,986,0.05280907452106476,0.03,2,10
2236,9,1209,0.040547654032707214,0.03,2,10
2236,10,509,0.0403023399412632,0.03,2,10
2507,1,1209,0.421368807554245,0.03,2,10
2507,2,628,0.19922377169132233,0.03,2,10
2507,3,93,0.18845129013061523,0.03,2,10
2507,4,310,0.09053847193717957,0.03,2,10
2507,5,621,0.07121270895004272,0.03,2,10
2507,6,1262,0.07121270895004272,0.03,2,10
2507,7,1097,0.05793207883834839,0.03,2,10
2507,8,25,0.04219534620642662,0.03,2,10
2507,9,1230,0.041322991251945496,0.03,2,10
2507,10,330,0.02944881282746792,0.03,2,10
2554,1,988,0.34645789861679077,0.03,2,10
2554,2,19,0.2870827615261078,0.03,2,10
2554,3,774,0.2870827615261078,0.03,2,10
2554,4,548,0.15949976444244385,0.03,2,10
2554,5,1263,0.02182415872812271,0.03,2,10
2554,6,167,0.015545710921287537,0.03,2,10
2554,7,193,0.015545710921287537,0.03,2,10
2554,8,714,0.015545710921287537,0.03,2,10
2554,9,797,0.015545710921287537,0.03,2,10
2554,10,1171,0.015545710921287537,0.03,2,10
2441,1,988,0.15944792330265045,0.03,2,10
2441,2,140,0.13133813440799713,0.03,2,10
2441,3,507,0.12514939904212952,0.03,2,10
2441,4,860,0.10327298194169998,0.03,2,10
2441,5,1247,0.09635823965072632,0.03,2,10
2441,6,1249,0.09635823965072632,0.03,2,10
2441,7,299,0.06525543332099915,0.03,2,10
2441,8,501,0.05689525231719017,0.03,2,10
2441,9,677,0.05002082884311676,0.03,2,10
2441,10,996,0.05002082884311676,0.03,2,10
2209,1,610,0.5347279906272888,0.03,2,10
2209,2,65,0.16777531802654266,0.03,2,10
2209,3,353,0.10227598994970322,0.03,2,10
2209,4,485,0.10227598994970322,0.03,2,10
2209,5,1387,0.05803065001964569,0.03,2,10
2209,6,461,0.020631732419133186,0.03,2,10
2209,7,573,0.020631732419133186,0.03,2,10
2209,8,574,0.020631732419133186,0.03,2,10
2209,9,708,0.020631732419133186,0.03,2,10
2209,10,777,0.020631732419133186,0.03,2,10
2112,1,509,0.13907533884048462,0.03,2,10
