node_id,prediction_stability_0_01,mean_jaccard_0_01,prediction_stability_0_20,mean_jaccard_0_20,prediction_stability_change,explanation_stability_change,endpoint_jaccard_available,prediction_endpoint_unchanged,explanation_endpoint_decreased,direct_decoupling_event
2337,1.0,0.8993006993006993,0.6,0.5079170829170829,-0.4,-0.3913836163836164,True,False,True,False
2363,1.0,1.0,1.0,0.6237096237096237,0.0,-0.3762903762903763,True,True,True,True
2374,1.0,0.9272727272727274,1.0,0.5377289377289377,0.0,-0.38954378954378965,True,True,True,True
2382,1.0,0.8787878787878789,0.7,0.4772893772893772,-0.30000000000000004,-0.4014985014985017,True,False,True,False
2383,1.0,0.8454545454545455,1.0,0.4502747252747253,0.0,-0.3951798201798202,True,True,True,True
2386,1.0,0.9454545454545455,1.0,0.5029304029304029,0.0,-0.4425241425241426,True,True,True,True
2420,1.0,0.9454545454545455,1.0,0.33828197945845,0.0,-0.6071725659960956,True,True,True,True
2421,1.0,0.9454545454545455,1.0,0.5454212454212455,0.0,-0.40003330003330007,True,True,True,True
2440,1.0,0.8424242424242424,1.0,0.3226836888601594,0.0,-0.519740553564083,True,True,True,True
2441,1.0,0.912121212121212,1.0,0.446072446072446,0.0,-0.466048766048766,True,True,True,True
2451,1.0,0.9636363636363636,0.8,0.5752247752247752,-0.19999999999999996,-0.3884115884115884,True,False,True,False
2452,1.0,0.8787878787878787,1.0,0.4630036630036629,0.0,-0.41578421578421576,True,True,True,True
2459,1.0,0.9636363636363636,0.4,0.3026323349852761,-0.6,-0.6610040286510875,True,False,True,False
2477,1.0,0.8561438561438562,1.0,0.5277534965034965,0.0,-0.3283903596403598,True,True,True,True
2478,1.0,0.9818181818181818,1.0,0.5356449106449106,0.0,-0.4461732711732712,True,True,True,True
2495,1.0,0.9636363636363636,1.0,0.4817765567765567,0.0,-0.48185980685980695,True,True,True,True
2499,1.0,0.9818181818181818,1.0,0.5757242757242758,0.0,-0.40609390609390605,True,True,True,True
2507,1.0,0.9636363636363636,1.0,0.249766573295985,0.0,-0.7138697903403786,True,True,True,True
2511,1.0,0.9666666666666666,0.4,0.5547415547415547,-0.6,-0.41192511192511183,True,False,True,False
2518,1.0,0.7878787878787878,1.0,0.3967679379444085,0.0,-0.39111084993437933,True,True,True,True
2539,1.0,0.7811188811188812,1.0,0.4660902822667528,0.0,-0.31502859885212836,True,True,True,True
2554,1.0,0.9636363636363636,1.0,0.3739056876311777,0.0,-0.5897306760051859,True,True,True,True
2556,1.0,0.9272727272727274,1.0,0.3400219061983767,0.0,-0.5872508210743507,True,True,True,True
2575,1.0,0.8939393939393939,0.9,0.5733932733932734,-0.09999999999999998,-0.3205461205461205,True,False,True,False
2588,1.0,0.7895104895104895,1.0,0.3293797705562411,0.0,-0.4601307189542484,True,True,True,True
2592,1.0,0.9090909090909092,1.0,0.3907509157509157,0.0,-0.5183399933399935,True,True,True,True
2593,1.0,1.0,0.9,0.5418914418914419,-0.09999999999999998,-0.4581085581085581,True,False,True,False
2609,1.0,0.8993006993006993,0.7,0.3239621489621489,-0.30000000000000004,-0.5753385503385504,True,False,True,False
2613,1.0,0.6068181818181818,1.0,0.459765028573078,0.0,-0.14705315324510382,True,True,True,True
2614,1.0,0.8424242424242424,1.0,0.3406288156288156,0.0,-0.5017954267954268,True,True,True,True
2627,1.0,0.9818181818181818,1.0,0.6480186480186481,0.0,-0.33379953379953375,True,True,True,True
2668,1.0,0.9636363636363636,1.0,0.4868131868131867,0.0,-0.47682317682317693,True,True,True,True
2678,1.0,0.9090909090909092,0.3,0.3669413919413919,-0.7,-0.5421495171495172,True,False,True,False
2685,1.0,0.8787878787878789,1.0,0.2884112619406737,0.0,-0.5903766168472052,True,True,True,True
2687,1.0,1.0,1.0,0.4728937728937729,0.0,-0.5271062271062271,True,True,True,True
2691,1.0,1.0,1.0,0.4215686274509803,0.0,-0.5784313725490198,True,True,True,True
2700,1.0,0.9636363636363636,0.7,0.6706293706293707,-0.30000000000000004,-0.29300699300699296,True,False,True,False
