low_rate,high_rate,difference_orientation,total_target_nodes,nodes_with_valid_endpoint_jaccard,nodes_missing_endpoint_jaccard,spearman_prediction_vs_explanation_change,pearson_prediction_vs_explanation_change,correlation_inference,nodes_prediction_endpoint_unchanged,nodes_prediction_endpoint_decreased,nodes_prediction_endpoint_increased,nodes_explanation_endpoint_decreased,nodes_explanation_endpoint_unchanged,nodes_explanation_endpoint_increased,nodes_prediction_unchanged_explanation_decreased,fraction_prediction_unchanged_explanation_decreased,mean_prediction_endpoint_change,mean_explanation_endpoint_change,interpretation_constraint
0.01,0.2,high_rate_minus_low_rate,97,97,0,-0.027147459288558554,0.09267554568681012,descriptive_only_no_iid_p_value,86,11,0,97,0,0,86,0.8865979381443299,-0.03814432989690722,-0.44745590523208273,Correlation and event counts are descriptive within the frozen Cora graph experiment; they are not IID population-level estimates.
